county_fips,county_name,state_abbr,population,elec_res_mwh,elec_com_mwh,elec_ind_mwh,elec_total_mwh
19001,Adair County,IA,7330,38563.5014953843,28796.6732978481,55232.63776268689,122592.8125559193
19003,Adams County,IA,3822,20824.5353845273,7355.79899763413,37815.48421520886,65995.8185973703
19005,Allamakee County,IA,14001,57654.4003407408,33085.0625569955,101083.39640878675,191822.85930652305
19007,Appanoose County,IA,12602,54707.136320680904,32947.064583635,71500.24625197596,159154.44715629186
19009,Audubon County,IA,5793,34668.499815470896,8437.85600906726,26143.70774298562,69250.06356752379
19011,Benton County,IA,25720,106632.882633547,50774.962331883806,67934.66725350324,225342.51221893402
19013,Black Hawk County,IA,132821,483202.796972408,476806.736281336,863378.4951373708,1823388.028391115
19015,Boone County,IA,26411,98642.6145431855,79449.0956082629,57787.829574644464,235879.53972609283
19017,Bremer County,IA,24663,97883.52871459379,48463.9945115801,194031.63474165113,340379.157967825
19019,Buchanan County,IA,21031,80578.44841174979,42103.0014188037,136945.93387750798,259627.38370806148
19021,Buena Vista County,IA,20445,81865.64572472,40026.555132464295,205714.4697006877,327606.67055787204
19023,Butler County,IA,14933,75174.1934744394,17548.523263709,99445.57485511694,192168.2915932653
19025,Calhoun County,IA,9876,47628.1685927894,15839.5493211183,35758.30722818983,99226.02514209753
19027,Carroll County,IA,20555,94218.881004356,45362.1223029327,282775.63489998924,422356.6382072779
19029,Cass County,IA,13433,60584.2992533314,54391.985873847596,31914.62636780011,146890.9114949791
19031,Cedar County,IA,18389,81323.54383872551,46289.159074231495,54190.63717093819,181803.3400838952
19033,Cerro Gordo County,IA,43303,173561.674874595,197268.429964799,278927.95987852174,649758.0647179157
19035,Cherokee County,IA,11752,61289.8271680013,25505.0030428067,84102.39868651865,170897.22889732663
19037,Chickasaw County,IA,12164,59683.703401590494,53944.7868569265,96115.16899910902,209743.65925762602
19039,Clarke County,IA,9273,40829.4798640664,24710.699254060102,64565.54428439993,130105.72340252643
19041,Clay County,IA,16478,70088.0133681649,72701.7557243892,57080.20252861922,199869.97162117332
19043,Clayton County,IA,17735,70760.9025642207,38427.4515132382,112972.69097746564,222161.04505492456
19045,Clinton County,IA,47972,204771.03944531802,199195.782760738,413796.0236996724,817762.8459057284
19047,Crawford County,IA,17147,79963.5153528312,27155.3775949265,147858.50759256375,254977.40054032143
19049,Dallas County,IA,78074,290155.68456395,246414.303741074,150490.11471681023,687060.1030218343
19051,Davis County,IA,8768,32801.6556948674,18407.7720313096,43892.87571819405,95102.30344437105
19053,Decatur County,IA,8210,32075.8388022693,21196.2461806677,19867.906035799795,73139.9910187368
19055,Delaware County,IA,17445,63718.7426235889,34545.1842179117,146217.95084263888,244481.87768413947
19057,Des Moines County,IA,40114,165218.939341481,235005.149040625,258373.75258318434,658597.8409652903
19059,Dickinson County,IA,17046,73351.77531388811,52428.4611366736,189172.4736894582,314952.7101400199
19061,Dubuque County,IA,96359,318011.689342173,418139.202048272,739996.3599912254,1476147.2513816704
19063,Emmet County,IA,9820,45172.323259321,32583.048347831802,63384.85271368765,141140.22432084044
19065,Fayette County,IA,20391,77076.4216109294,88404.7478295503,75633.81644773361,241114.98588821333
19067,Floyd County,IA,16004,75918.0333019398,28417.785882233,123805.43263258744,228141.25181676022
19069,Franklin County,IA,10393,49022.953337038896,19024.941936432002,89370.76276938923,157418.65804286013
19071,Fremont County,IA,7019,33924.179020398806,8598.88865618588,126164.65153770005,168687.71921428473
19073,Greene County,IA,9083,36943.8332826901,38485.8313389085,34716.34721685825,110146.01183845686
19075,Grundy County,IA,12373,54397.904092058896,25452.8191564139,33848.20238273646,113698.92563120926
19077,Guthrie County,IA,10691,45970.7620141781,26389.8144241659,111454.9560754989,183815.53251384292
19079,Hamilton County,IA,15227,69092.16756489029,39814.2942567232,225938.0826730001,334844.5444946136
19081,Hancock County,IA,11006,45762.9894054365,29170.2794390947,54523.19246538599,129456.46130991718
19083,Hardin County,IA,17324,67166.889937849,54738.806554146104,255658.04983611635,377563.74632811145
19085,Harrison County,IA,14335,73104.21448648309,19599.693633699102,37504.45241994993,130208.36054013213
19087,Henry County,IA,19941,84243.8875513829,99841.1244816391,177442.31099271224,361527.3230257343
19089,Howard County,IA,9430,36462.3498843744,23007.2231167545,74250.90611130012,133720.47911242902
19091,Humboldt County,IA,9607,49749.4872632568,15575.2408282452,73464.0724181825,138788.80050968452
19093,Ida County,IA,7041,38050.7717369158,14164.3476339748,133795.5214682759,186010.6408391665
19095,Iowa County,IA,16326,74806.7578585342,48070.3567455474,139599.5796379683,262476.6942420499
19097,Jackson County,IA,19529,75285.46640865911,72529.02669656859,86369.59618761444,234184.08929284214
19099,Jasper County,IA,36715,134780.27525729503,134477.198005243,95611.00261450364,364868.4758770417
19101,Jefferson County,IA,17662,64131.5133078522,74163.17133129861,105557.13183184722,243851.81647099802
19103,Johnson County,IA,142006,479144.848573368,365859.196842748,202544.50797414276,1047548.5533902588
19105,Jones County,IA,20481,86771.975339322,41841.8690106745,65162.84493682508,193776.68928682158
19107,Keokuk County,IA,10234,47697.696844461905,18989.9070987187,45768.30576456214,112455.90970774274
19109,Kossuth County,IA,15226,69863.26099949659,57498.76902978,165120.51626325995,292482.54629253654
19111,Lee County,IA,35172,146143.199858547,120505.320409363,1320104.9101971528,1586753.4304650628
19113,Linn County,IA,218076,711538.3154010449,1059769.71480787,1870541.7272503548,3641849.75745927
19115,Louisa County,IA,11251,48298.146979165394,18262.5831004256,94593.22545909973,161153.95553869073
19117,Lucas County,IA,8700,39963.1995394021,36620.776251723495,19455.339358569832,96039.31514969542
19119,Lyon County,IA,11730,73791.4514184928,146095.843509781,256180.32809670037,476067.62302497413
19121,Madison County,IA,15661,70331.13141026419,27150.2941928327,47095.01588108219,144576.4414841791
19123,Mahaska County,IA,22324,105363.823221435,37795.5720713252,113351.61564492097,256511.01093768116
19125,Marion County,IA,33197,136032.060550441,76852.2616206487,418970.28183489223,631854.6040059819
19127,Marshall County,IA,40735,151320.66755539598,161021.834947356,553524.8698916417,865867.3723943937
19129,Mills County,IA,14841,60972.221597501004,16404.2046399994,23801.73560798168,101178.16184548209
19131,Mitchell County,IA,10757,42815.7124338741,29353.4565911754,164910.11700305037,237079.2860280999
19133,Monona County,IA,9013,50233.895777328995,15534.5670490064,36431.81505016577,102200.27787650118
19135,Monroe County,IA,7964,35784.5876880339,12961.4897027028,26532.675745809163,75278.75313654586
19137,Montgomery County,IA,10380,48465.4938743111,20624.403241783297,33814.77926295014,102904.67637904454
19139,Muscatine County,IA,42949,192196.241595972,117857.44650576501,1333439.4921564867,1643493.1802582238
19141,O'Brien County,IA,14055,69256.9471602651,30190.8296786452,113572.44951670467,213020.22635561496
19143,Osceola County,IA,6154,27509.424067613698,14333.807673538598,72398.52136117702,114241.75310232931
19145,Page County,IA,15552,66120.1663334803,24991.2792029569,175350.01714546728,266461.4626819045
19147,Palo Alto County,IA,9155,42174.4576301532,16438.4398189926,458620.3019526263,517233.1994017721
19149,Plymouth County,IA,24972,116530.821091046,49031.691622567,964816.8326263597,1130379.3453399725
19151,Pocahontas County,IA,7061,34644.5651868696,16297.2768543041,44678.75446643302,95620.59650760672
19153,Polk County,IA,459159,1698608.5146006402,2486561.24819859,1071388.7543527414,5256558.517151971
19155,Pottawattamie County,IA,93198,356974.257649446,366328.85633625503,379011.4872037018,1102314.6011894029
19157,Poweshiek County,IA,18622,77285.40894825751,88744.4347304256,108574.19863707581,274604.0423157589
19159,Ringgold County,IA,5054,21227.2491921792,12560.1811211862,21808.88424646515,55596.31455983056
19161,Sac County,IA,10034,52047.5600858579,18957.8386445309,82500.30307190357,153505.70180229237
19163,Scott County,IA,171116,635386.6490778299,604043.0274759249,788502.3827498922,2027932.059303647
19165,Shelby County,IA,11944,58920.325202507505,20229.5207024724,106518.91519189558,185668.76109687547
19167,Sioux County,IA,34621,151485.24972913598,60656.683046199796,380336.9785485355,592478.9113238712
19169,Story County,IA,94834,296686.42363624,434973.406135296,300256.6201966155,1031916.4499681515
19171,Tama County,IA,17423,73229.1631202511,40250.5342307834,163415.07445654785,276894.77180758235
19173,Taylor County,IA,6209,32469.469674197,12284.216802110801,24887.612567123066,69641.29904343087
19175,Union County,IA,12539,54230.295102495904,37057.870554933506,75827.84241510213,167116.00807253155
19177,Van Buren County,IA,7380,29167.448946024,14488.3122179566,43620.26344029434,87276.02460427493
19179,Wapello County,IA,35242,137441.121127552,111193.344800797,135097.9206288785,383732.38655722747
19181,Warren County,IA,48170,194470.195633564,53868.107810704205,41769.30551575556,290107.6089600238
19183,Washington County,IA,22115,90143.4337817582,51319.1066756204,107829.3034971841,249291.8439545627
19185,Wayne County,IA,6403,26535.0848160386,13218.535725300699,30348.936059043972,70102.55660038328
19187,Webster County,IA,37050,158316.536420897,100147.798992312,619896.3370215005,878360.6724347095
19189,Winnebago County,IA,10580,44908.677244880695,24941.037715736198,27317.374864786718,97167.08982540361
19191,Winneshiek County,IA,20789,76905.218675577,48652.8718237756,115169.29609356329,240727.38659291586
19193,Woodbury County,IA,102426,379276.476347239,267990.764044613,777380.0528995614,1424647.2932914132
19195,Worth County,IA,7562,30371.2450738277,16991.4732476352,96948.251031455,144310.96935291792
19197,Wright County,IA,12891,59154.2362051215,23737.8979854407,63369.37368910877,146261.50787967097
20001,Allen County,KS,12951,60140.7398884729,53101.53107128989,206177.02374587097,319419.2947056338
20003,Anderson County,KS,7858,38588.8235122191,22868.0212879447,53435.81295512276,114892.65775528656
20005,Atchison County,KS,16557,67708.66952314021,65612.6235978202,544262.563702184,677583.8568231445
20007,Barber County,KS,4831,18885.646783822,40904.5589944208,66636.57782453267,126426.78360277547
20009,Barton County,KS,27214,113369.014389945,196051.98017577,214138.85815017135,523559.8527158864
20011,Bourbon County,KS,14751,66326.9769264203,56084.446136723505,79123.00924607001,201534.43230921382
20013,Brown County,KS,9810,43787.3925608828,43936.5593286172,20313.864226601,108037.81611610099
20015,Butler County,KS,66264,294836.145636053,164668.92910087202,112762.8535203077,572267.9282572328
20017,Chase County,KS,2694,11617.7619494633,6911.639908291329,10582.128747213594,29111.530604968226
20019,Chautauqua County,KS,3470,14574.0658659279,11558.493651975301,73912.51630322405,100045.07582112725
20021,Cherokee County,KS,20737,99660.2621271308,53731.8959564634,72782.386145946,226174.54422954022
20023,Cheyenne County,KS,2679,12411.358316557,12267.707307841602,14731.146275886378,39410.21190028498
20025,Clark County,KS,2131,8830.86412090197,20461.7966999944,10956.058287273889,40248.71910817026
20027,Clay County,KS,8346,37506.5229771467,27252.5713299496,21454.391611691903,86213.4859187882
20029,Cloud County,KS,9302,37624.2322600186,51430.0237867143,19110.49173580269,108164.74778253559
20031,Coffey County,KS,8433,43273.7902684425,32107.2397294285,57770.727600477556,133151.75759834854
20033,Comanche County,KS,1898,6493.4714531056,15342.6291568595,5225.150211953908,27061.250821919006
20035,Cowley County,KS,35977,154815.10633344902,130131.901044273,216233.21708652301,501180.224464245
20037,Crawford County,KS,39281,170456.40914385,152631.277319129,158366.1285911613,481453.8150541403
20039,Decatur County,KS,2886,13212.138392902101,11189.2902396289,8711.380193619501,33112.8088261505
20041,Dickinson County,KS,19384,87740.644190522,80284.0735319753,37870.927626830235,205895.64534932753
20043,Doniphan County,KS,7793,35935.4568303359,22003.0921495859,31268.386930270353,89206.93591019214
20045,Douglas County,KS,116352,397796.569596232,512758.28802770504,246706.0249210855,1157260.8825450225
20047,Edwards County,KS,2975,13085.476749584499,23025.7483205074,8319.227448500864,44430.45251859276
20049,Elk County,KS,2635,13527.2764144391,8497.96224953754,25009.79190321306,47035.0305671897
20051,Ellis County,KS,29032,111308.158545036,155235.023891536,160745.70956834336,427288.89200491534
20053,Ellsworth County,KS,6375,24728.612463928403,47942.5527313148,28894.932945241046,101566.09814048425
20055,Finney County,KS,36983,125210.053237928,256908.15403757102,326547.0969281725,708665.3042036715
20057,Ford County,KS,34492,112829.46330087,230180.046865729,231338.7445336246,574348.2547002236
20059,Franklin County,KS,25663,128829.173948389,108129.312420822,56218.51993734222,293177.0063065532
20061,Geary County,KS,36818,117793.52666824199,113532.08162952501,39876.94766031182,271202.5559580788
20063,Gove County,KS,2682,12155.7179875415,18948.1813230782,30643.539722576064,61747.43903319577
20065,Graham County,KS,2577,11849.8276011835,13779.2785458096,9160.52200189569,34789.62814888879
20067,Grant County,KS,7748,33432.0362095238,85757.1359571542,45130.315787079526,164319.48795375752
20069,Gray County,KS,6037,22778.9532653415,30400.6717214625,15283.999996800745,68463.62498360475
20071,Greeley County,KS,1235,4864.320845894989,7197.349411289059,15660.957590817807,27722.627848001855
20073,Greenwood County,KS,6304,30199.9905610274,22737.9624075252,65892.0240583956,118829.97702694821
20075,Hamilton County,KS,2567,9375.156751247481,20562.4013635826,8837.96277268666,38775.520887516745
20077,Harper County,KS,5798,24857.633023042003,40340.6462465999,60003.40666186669,125201.6859315086
20079,Harvey County,KS,34814,144015.963692218,147738.082802158,164190.3376873359,455944.38418171194
20081,Haskell County,KS,4087,14291.482149636,36672.4901893397,8390.095890628512,59354.06822960421
20083,Hodgeman County,KS,1919,8778.34488865828,8127.49004033159,8744.497426874763,25650.33235586463
20085,Jackson County,KS,13365,60795.2367369422,33606.9622341236,53934.48355124875,148336.68252231454
20087,Jefferson County,KS,18880,91309.3916691226,38105.1874998308,41624.86926672017,171039.44843567358
20089,Jewell County,KS,3003,13076.5351710034,11305.5771920777,11346.64987587251,35728.76223895361
20091,Johnson County,KS,572428,2702996.9468797003,3432789.1653172304,712580.1639861896,6848366.27618312
20093,Kearny County,KS,3943,14246.3683194811,25047.199871859,12331.58269772592,51625.15088906602
20095,Kingman County,KS,7697,33193.5036109449,32022.5380421014,105428.45421010371,170644.49586315
20097,Kiowa County,KS,2520,9672.83016921799,49915.9846571383,7026.8127033856945,66615.62752974199
20099,Labette County,KS,20833,96751.0952669948,84062.4585691465,79919.87742612282,260733.43126226414
20101,Lane County,KS,1687,7046.18074499924,23292.8240437659,6152.545186110615,36491.54997487576
20103,Leavenworth County,KS,78785,305398.085389718,252506.39528327598,74030.94664164804,631935.427314642
20105,Lincoln County,KS,3134,14149.0487332036,20661.514307996702,7997.796812275307,42808.35985347561
20107,Linn County,KS,9524,57795.4117450545,29349.893179378498,43839.02067364605,130984.32559807906
20109,Logan County,KS,2800,11757.008216886301,17837.5574074677,6400.56486156717,35995.13048592117
20111,Lyon County,KS,33401,139870.55844123597,195325.256174701,114592.66102220706,449788.475638144
20113,McPherson County,KS,29164,125519.277199141,134279.462441848,722043.5668319365,981842.3064729255
20115,Marion County,KS,12213,53398.5910432017,40763.3559595665,65733.14142792938,159895.08843069756
20117,Marshall County,KS,9963,47126.8061559297,42711.8500146492,46195.92663589583,136034.58280647473
20119,Meade County,KS,4310,17416.0496519778,17298.8666698318,15244.37511610848,49959.29143791808
20121,Miami County,KS,32787,198765.142250006,82785.2138216746,91811.06464445585,373361.42071613646
20123,Mitchell County,KS,6299,26007.6059771781,22944.0336424821,16079.465486443602,65031.1051061038
20125,Montgomery County,KS,33765,153630.791372215,202786.40661889402,756914.8272086384,1113332.0251997474
20127,Morris County,KS,5694,26369.798355357503,25395.7101888914,29398.177865835805,81163.68641008472
20129,Morton County,KS,3033,13342.1056608264,25737.8886994845,21755.211849470623,60835.20620978152
20131,Nemaha County,KS,10177,47064.8217532403,42258.9620319667,75183.48825611259,164507.27204131958
20133,Neosho County,KS,16358,74764.57038381959,83025.14252167579,138911.4420070783,296701.15491257363
20135,Ness County,KS,3047,13360.6275826761,24019.2247457241,37060.828069456016,74440.68039785622
20137,Norton County,KS,5558,20433.2891037505,22314.0982702566,30930.665945945228,73678.05331995233
20139,Osage County,KS,16001,75593.34170989139,42800.453273799,28331.084035317257,146724.87901900767
20141,Osborne County,KS,3746,15427.082759168201,21708.6901850597,13587.149218401875,50722.92216262978
20143,Ottawa County,KS,6004,28701.5392523291,16514.825841084,10401.780568059967,55618.14566147307
20145,Pawnee County,KS,6840,27314.7096091555,30429.528933222802,9000.435418341982,66744.67396072028
20147,Phillips County,KS,5484,22983.4717079449,20013.7495743621,55539.66168986693,98536.88297217393
20149,Pottawatomie County,KS,22920,90889.4504794075,77669.2839249909,66756.11444201838,235314.8488464168
20151,Pratt County,KS,9729,34630.228237062904,65967.7079988689,47354.96084479349,147952.8970807253
20153,Rawlins County,KS,2557,12037.0449435663,13344.196321581401,11686.019114740282,37067.26037988798
20155,Reno County,KS,63803,260225.58074182298,256320.864735201,257266.81250619944,773813.2579832234
20157,Republic County,KS,4768,19218.5805161128,32208.2352755975,34720.05926191149,86146.8750536218
20159,Rice County,KS,9949,40262.012194991905,53078.8011046912,83656.08548516121,176996.89878484432
20161,Riley County,KS,75026,244401.451562581,191195.96425311198,54828.303474663604,490425.71929035656
20163,Rooks County,KS,5160,20811.4398782359,66727.3594357521,28195.28276930908,115734.0820832971
20165,Rush County,KS,3144,14209.3790992777,21838.9971285917,140998.07608726138,177046.4523151308
20167,Russell County,KS,6988,30013.7736083055,46828.516441315005,121047.4774410125,197889.767490633
20169,Saline County,KS,55547,238122.886983669,288552.345731362,247619.26141281656,774294.4941278476
20171,Scott County,KS,4958,20751.6487249226,27285.049422780303,22700.344502497108,70737.04265020002
20173,Sedgwick County,KS,508221,2052975.42153965,2840557.01754173,1320895.3670408055,6214427.806122186
20175,Seward County,KS,23185,74569.2433483693,81005.22113592019,150790.77158429066,306365.2360685802
20177,Shawnee County,KS,178567,710745.896483305,1827489.98423647,449441.4629386129,2987677.3436583877
20179,Sheridan County,KS,2522,11896.3638338599,10062.198764507299,12238.025103882675,34196.587702249875
20181,Sherman County,KS,6038,26966.558213243203,33617.9424449654,31093.353621902268,91677.85428011087
20183,Smith County,KS,3701,15701.2611916391,15237.365930594999,17733.69729596821,48672.324418202305
20185,Stafford County,KS,4284,19236.607817805303,24533.814145949098,24132.56296143468,67902.98492518908
20187,Stanton County,KS,2115,9487.61443239498,21851.1591028074,14240.00741036261,45578.78094556499
20189,Stevens County,KS,5738,22128.6330129656,36005.2450295581,92162.57424885871,150296.45229138242
20191,Sumner County,KS,23509,106068.77288543101,111333.539549003,52786.321761030784,270188.6341954648
20193,Thomas County,KS,7909,32829.697592417004,43519.0924525681,15399.09534219016,91747.88538717527
20195,Trego County,KS,2927,13048.8246760029,18702.866106716,12781.854721687238,44533.54550440614
20197,Wabaunsee County,KS,6960,31826.933018229298,11193.655857551601,30589.6515771468,73610.2404529277
20199,Wallace County,KS,1584,5868.41029446109,5338.58608387439,16960.026082676457,28167.022461011937
20201,Washington County,KS,5613,25021.8292040185,38219.582139629805,24415.89561511556,87657.30695876386
20203,Wichita County,KS,2168,8687.583781184809,8357.07123080774,23533.623767477227,40578.27877946978
20205,Wilson County,KS,8956,42643.925500400495,38230.9862648351,48377.91489311649,129252.82665835207
20207,Woodson County,KS,3186,16858.4927334967,8947.38527488298,57991.58207409056,83797.46008247024
20209,Wyandotte County,KS,161777,623351.685175193,1571615.6107642099,447980.02096229064,2642947.316901693
21001,Adair County,KY,19156,103552.29011240201,47122.887866131605,43559.74519133074,194234.92316986434
21003,Allen County,KY,20421,114367.380094156,81635.2975923382,23323.71455004477,219326.39223653896
21005,Anderson County,KY,21867,138274.787011442,45817.9574076742,82609.40991528184,266702.15433439804
21007,Ballard County,KY,8216,54776.1995731406,20480.5343022091,229780.573386367,305037.3072617167
21009,Barren County,KY,43287,227098.54367166,223044.44987578402,276409.0509689541,726552.0445163981
21011,Bath County,KY,12113,69275.8369698667,18704.110615381698,47383.002332543496,135362.94991779188
21013,Bell County,KY,27676,170344.705276672,82527.5356448131,544495.3000678122,797367.5409892973
21015,Boone County,KY,125656,556417.215736627,989206.761343696,678050.9883140206,2223674.9653943437
21017,Bourbon County,KY,20004,117434.147785021,55954.1750507264,82467.59919167504,255855.92202742246
21019,Boyd County,KY,48716,272527.872014507,349509.04475116904,1190127.1974306765,1812164.1141963527
21021,Boyle County,KY,29650,151215.587728473,143175.37783535098,174361.96968600576,468752.9352498298
21023,Bracken County,KY,8404,53354.6239623615,14434.633290415199,49040.32159123232,116829.57884400901
21025,Breathitt County,KY,13476,77623.566545027,32470.1329272896,16311.889752413404,126405.58922473
21027,Breckinridge County,KY,20000,94392.2660883569,43717.6667478534,32869.587556238934,170979.52039244922
21029,Bullitt County,KY,77727,396979.155252995,265348.477342471,306608.1010568825,968935.7336523484
21031,Butler County,KY,12828,82690.6370783967,29639.058460534503,119704.79591394163,232034.49145287284
21033,Caldwell County,KY,12758,80769.2537309354,35996.6578318764,24700.016337053232,141465.92789986503
21035,Calloway County,KY,38302,202100.201167151,145029.23787214,156326.61169657388,503456.0507358649
21037,Campbell County,KY,91456,456891.497537244,377808.66382961604,131470.32620411302,966170.4875709731
21039,Carlisle County,KY,4954,32295.0059738474,6567.58939157018,9194.869264391766,48057.46462980935
21041,Carroll County,KY,10776,57612.871722712596,34510.6526042909,1765540.3537708789,1857663.8780978823
21043,Carter County,KY,27292,166741.836581993,92736.096004899,63850.738324039296,323328.6709109313
21045,Casey County,KY,15928,90626.2937917252,27532.919847083598,528749.7498453244,646908.9634841332
21047,Christian County,KY,73936,354338.461497369,295704.45886076405,724415.9638314911,1374458.884189624
21049,Clark County,KY,35706,204153.43389512398,119622.29265504099,144766.07982220667,468541.8063723716
21051,Clay County,KY,21160,122957.66869386201,36612.9681004833,53487.10526487522,213057.74205922053
21053,Clinton County,KY,10172,47888.227268237395,23633.982908718197,31154.53586526129,102676.74604221688
21055,Crittenden County,KY,9211,55770.3988800561,20095.464371429498,67681.53615715232,143547.39940863792
21057,Cumberland County,KY,6780,33978.684641671396,31350.6326120032,9029.503535166725,74358.82078884132
21059,Daviess County,KY,98724,503276.165390983,241311.50545541,1123010.6376633241,1867598.3085097172
21061,Edmonson County,KY,12086,78327.3016576993,15664.489908195499,24130.479093488888,118122.27065938368
21063,Elliott County,KY,7661,38775.9986721862,6935.16216357452,3859.72841514238,49570.8892509031
21065,Estill County,KY,14406,79095.48621368631,28017.263257322502,18958.256022022924,126071.00549303173
21067,Fayette County,KY,311529,1537523.5470976501,2505901.22740131,502998.9638900491,4546423.738389009
21069,Fleming County,KY,14543,87973.37503757159,31363.5594320352,26736.598808830582,146073.53327843736
21071,Floyd County,KY,38144,232892.99412971298,133366.944957769,543205.276565645,909465.2156531271
21073,Franklin County,KY,49982,283556.90608196997,163039.21813671,257070.32115894236,703666.4453776223
21075,Fulton County,KY,6323,37474.7741211653,37139.799844410394,50363.57062334362,124978.14458891931
21077,Gallatin County,KY,8543,44424.2496187066,19856.363984390602,6135.489148169594,70416.1027512668
21079,Garrard County,KY,17051,111362.790064308,32227.5661479298,16108.569584430203,159698.925796668
21081,Grant County,KY,24705,119762.879129998,59056.5581145474,20817.30462435215,199636.74186889752
21083,Graves County,KY,37379,204762.02647695402,107750.27994640199,101385.9806353047,413898.2870586607
21085,Grayson County,KY,26092,134940.427912487,67608.61001499661,133783.36009289796,336332.3980203816
21087,Green County,KY,11123,62615.807422791,34206.930429752996,15578.610580773206,112401.34843331721
21089,Greenup County,KY,36255,206753.66449862302,109097.905392598,79997.35130647183,395848.92119769286
21091,Hancock County,KY,8716,48042.800723732595,149836.671340264,151191.12355943807,349070.59562343464
21093,Hardin County,KY,107573,570525.001037326,408646.057242386,282632.8411151995,1261803.8993949115
21095,Harlan County,KY,28031,189882.403832279,75611.99680480831,451526.7638879252,717021.1645250125
21097,Harrison County,KY,18629,104345.87683132701,44803.572683532606,518784.63709964295,667934.0866145026
21099,Hart County,KY,18510,114108.007438045,36765.06103385011,257643.159041859,408516.2275137541
21101,Henderson County,KY,46362,263657.555178513,147074.13360131602,445204.1888573313,855935.8776371602
21103,Henry County,KY,15528,93543.0309413236,31250.4615636332,13813.089502250046,138606.58200720683
21105,Hickman County,KY,4691,29490.8951519495,16478.399145028,30297.264427609105,76266.5587245866
21107,Hopkins County,KY,46359,262158.50985978,228665.358807089,606455.7349019815,1097279.6035688506
21109,Jackson County,KY,13357,82341.9544264265,25849.0415051363,10320.200315176477,118511.19624673927
21111,Jefferson County,KY,759724,3633260.25348211,4952747.81257833,2345912.412894542,10931920.47895498
21113,Jessamine County,KY,51015,290451.308001315,160753.765704241,218753.27821737423,669958.3519229302
21115,Johnson County,KY,23280,139875.02136464,72742.69751221681,60467.520608815226,273085.23948567203
21117,Kenton County,KY,163393,722194.9087637039,773678.3736762919,109842.40286393813,1605715.685303934
21119,Knott County,KY,15884,88995.06514542259,26874.9000196542,127926.12058062394,243796.08574570075
21121,Knox County,KY,31740,173353.072760892,69193.2376210668,152132.02563873032,394678.3360206891
21123,Larue County,KY,14127,86023.0683141555,26249.4984128064,60013.104835471364,172285.67156243327
21125,Laurel County,KY,59950,391450.283119681,194935.84867336,196560.57158715423,782946.7033801952
21127,Lawrence County,KY,15870,93409.1216302903,31669.1174102833,94001.97573396254,219080.21477453614
21129,Lee County,KY,6896,41778.4251103072,14848.5497247448,18372.192713696375,74999.16754874837
21131,Leslie County,KY,10869,66036.4953123188,27598.8442473321,27399.014171807452,121034.35373145837
21133,Letcher County,KY,23382,164089.891442942,60455.3002315869,245367.74987593087,469912.9415504598
21135,Lewis County,KY,13646,70645.64281870579,27069.4496107111,26273.935785677666,123989.02821509456
21137,Lincoln County,KY,24424,152734.43508299402,40812.6242389107,26588.1713777793,220135.23069968403
21139,Livingston County,KY,9353,56241.2080619385,20482.5322910172,19457.049347520468,96180.78970047618
21141,Logan County,KY,26757,158220.510900597,91457.0149658632,510916.6463634527,760594.172229913
21143,Lyon County,KY,8325,50543.292555485,18175.710198023902,2789.9733109891204,71508.97606449803
21145,McCracken County,KY,65292,365185.952028856,589686.882718582,95841.41349545252,1050714.2482428907
21147,McCreary County,KY,17850,91254.356901375,17787.2479484673,13199.872761638795,122241.47761148108
21149,McLean County,KY,9492,58478.645651362705,17235.091282843,39970.52356865036,115684.26050285606
21151,Madison County,KY,87324,467003.09921927797,275858.536315678,311339.2949298403,1054200.9304647963
21153,Magoffin County,KY,12887,77528.5771517241,22888.2807221697,77831.29127512318,178248.14914901697
21155,Marion County,KY,19497,107990.45453791501,57386.6426471561,235064.31970798207,400441.41689305316
21157,Marshall County,KY,31213,193319.315982997,85479.47626768019,2099607.7291634902,2378406.5214141672
21159,Martin County,KY,12478,67428.2103854704,20057.4999492406,266779.52380707493,354265.23414178594
21161,Mason County,KY,17229,99468.5359231621,75668.6881859126,288142.31091591314,463279.5350249878
21163,Meade County,KY,28751,144874.620367871,60672.1131723194,204658.2268661733,410204.9604063637
21165,Menifee County,KY,6345,31818.163791770497,8879.66929274332,5115.599947711523,45813.433032225345
21167,Mercer County,KY,21411,135513.779576893,63839.2949049181,199952.51419878512,399305.5886805962
21169,Metcalfe County,KY,9983,51570.15916615121,45234.8332130619,60346.004227591766,157150.99660680487
21171,Monroe County,KY,10692,60271.9917619845,76507.8675501948,60426.86479531483,197206.7241074941
21173,Montgomery County,KY,27391,156532.73182391102,83752.1934600514,242672.179200724,482957.1044846864
21175,Morgan County,KY,13379,62943.3454546006,27568.7855036373,47926.32457068355,138438.45552892145
21177,Muhlenberg County,KY,31216,173415.282378578,83878.0606887136,167841.2120595955,425134.5551268871
21179,Nelson County,KY,44875,277958.36041696696,124201.386066391,439399.17149332026,841558.9179766782
21181,Nicholas County,KY,7062,41971.2297270758,15230.700467077499,12973.146321659908,70175.07651581321
21183,Ohio County,KY,24152,137505.330015899,49509.4668956818,118998.97793357984,306013.77484516066
21185,Oldham County,KY,63876,315051.9067461,191354.796603632,55822.72691856591,562229.4302682979
21187,Owen County,KY,10673,60187.3662801411,16953.3057554638,8981.443602763882,86122.11563836878
21189,Owsley County,KY,4552,23870.0948069905,5677.39899263795,11051.717180966169,40599.21098059462
