fips,yr,census2017M,v2_dollars,ratio,cagr,flag,corrected,corr_cagr
51087,2024,402.026,645718922.0,1.6061620939939207,0.070036227965939,ok,645718922.0,0.070036227965939
51093,2024,53.895,69917627.0,1.2972933852862047,0.037882800038042674,ok,69917627.0,0.037882800038042674
54047,2024,4.404,3779836.0,0.8582733878292461,-0.02159660832150523,ok,3779836.0,-0.02159660832150523
54085,2024,4.501,9127821.0,2.027954010219951,0.10628097332942055,ok,9127821.0,0.10628097332942055
51167,2024,17.419,17685559.0,1.0153027728342614,0.002171907520242655,ok,17685559.0,0.002171907520242655
51173,2024,17.391,21461132.0,1.2340366856419986,0.030497321387739085,ok,21461132.0,0.030497321387739085
42035,2024,12.184,14162686.0,1.1624003611293499,0.021730913846486066,ok,14162686.0,0.021730913846486066
42121,2024,11.497,134777939.0,11.722878924936941,0.421409398768235,ok,134777939.0,0.421409398768235
42055,2024,39.173,47478434.0,1.2120193500625431,0.02785046385280454,ok,47478434.0,0.02785046385280454
36089,2024,48.809,51695161.0,1.0591317379991394,0.008240835621167841,ok,51695161.0,0.008240835621167841
36109,2024,44.271,52441691.0,1.184560796006415,0.02449110865558768,ok,52441691.0,0.02449110865558768
36063,2024,86.278,107575183.0,1.2468437260947172,0.03201838001543433,ok,107575183.0,0.03201838001543433
36075,2024,50.77,16762156.0,0.3301586763836912,-0.14641632184641262,ok,16762156.0,-0.14641632184641262
39133,2024,26.893,34625742.0,1.2875373517272153,0.03676416257193371,ok,34625742.0,0.03676416257193371
13285,2024,23.007,41350925.0,1.7973192941278742,0.08736420861189909,ok,41350925.0,0.08736420861189909
36079,2024,44.49,50765232.0,1.141048145650708,0.019028384832264766,ok,50765232.0,0.019028384832264766
36007,2024,74.915,76867626.0,1.0260645531602484,0.0036825729391971596,ok,76867626.0,0.0036825729391971596
36111,2024,79.993,75445725.0,0.9431540884827423,-0.008325946746757018,ok,75445725.0,-0.008325946746757018
55117,2024,47.538,52690348.0,1.1083837771887752,0.014808996452972512,ok,52690348.0,0.014808996452972512
48373,2024,19.209,28475529.0,1.4824055911291583,0.057849447277345645,ok,28475529.0,0.057849447277345645
17115,2024,20.896,21083863.0,1.00899038093415,0.0012794189103124687,ok,21083863.0,0.0012794189103124687
48231,2024,26.251,43964158.0,1.6747612662374767,0.07644853880057068,ok,43964158.0,0.07644853880057068
48257,2024,37.66,93463770.0,2.4817782793414764,0.1386616956711748,ok,93463770.0,0.1386616956711748
48303,2024,82.406,103914504.0,1.2610065286508263,0.03368494414852141,ok,103914504.0,0.03368494414852141
48349,2024,20.553,31083291.0,1.5123481243614072,0.0608757906676729,ok,31083291.0,0.0608757906676729
48365,2024,21.146,28593621.0,1.3521999905419464,0.04404719918188138,ok,28593621.0,0.04404719918188138
48367,2024,41.986,72549343.0,1.727941289953794,0.08126641029220649,ok,72549343.0,0.08126641029220649
48441,2024,39.312,67293475.0,1.711779482091982,0.07981582545182775,ok,67293475.0,0.07981582545182775
16017,2024,26.752,37312775.0,1.394765811901914,0.04868013652172731,ok,37312775.0,0.04868013652172731
48221,2024,22.765,54557457.0,2.3965498352734462,0.1329914637032108,ok,54557457.0,0.1329914637032108
48391,2024,2.084,8342846.0,4.003285028790787,0.21915662156929705,ok,8342846.0,0.21915662156929705
48427,2024,17.988,20406664.0,1.134459862130309,0.018185760988825184,ok,20406664.0,0.018185760988825184
48109,2024,3.268,6389648.0,1.95521664626683,0.10052337013783719,ok,6389648.0,0.10052337013783719
48073,2024,14.736,21684641.0,1.4715418702497285,0.05673846928418258,ok,21684641.0,0.05673846928418258
48203,2024,25.249,30272345.0,1.1989522357321083,0.026260022993825904,ok,30272345.0,0.026260022993825904
48043,2024,2.246,4721805.0,2.1023174532502225,0.11198711908513515,ok,4721805.0,0.11198711908513515
48071,2024,43.814,66843230.0,1.5256135025334367,0.0622001552116862,ok,66843230.0,0.0622001552116862
39095,2024,98.365,124986712.0,1.27064211863976,0.0348096353064371,ok,124986712.0,0.0348096353064371
18035,2024,22.579,30238667.0,1.339238540236503,0.042611624373783075,ok,30238667.0,0.042611624373783075
18127,2024,38.235,51024178.0,1.334488766836668,0.042082569714114726,ok,51024178.0,0.042082569714114726
18157,2024,32.11,54149405.0,1.6863720024914357,0.07751149488034637,ok,54149405.0,0.07751149488034637
18163,2024,60.702,79194904.0,1.3046506540146947,0.0387216330970277,ok,79194904.0,0.0387216330970277
48331,2024,13.411,16602625.0,1.2379856088285737,0.030967761784807646,ok,16602625.0,0.030967761784807646
39063,2024,11.872,17224745.0,1.450871378032345,0.05460504544470046,ok,17224745.0,0.05460504544470046
48053,2024,19.34,43870014.0,2.268356463288521,0.12412834949759266,ok,43870014.0,0.12412834949759266
48407,2024,9.342,15578936.0,1.667623207022051,0.07579191421748699,ok,15578936.0,0.07579191421748699
48355,2024,108.949,102751252.0,0.9431133098972914,-0.008332072062252838,ok,102751252.0,-0.008332072062252838
48371,2024,19.866,1927773.0,0.09703881002718212,-0.2833981530478047,needs_verify_after_correct,1927773.0,-0.2833981530478047
48217,2024,11.682,19364741.0,1.6576563088512242,0.0748710248695712,ok,19364741.0,0.0748710248695712
37087,2025,47.693,64453360.0,1.3514218019415847,0.038362188536247954,ok,64453360.0,0.038362188536247954
37027,2025,46.11,62502918.0,1.3555176317501627,0.03875504573177424,ok,62502918.0,0.03875504573177424
45013,2025,97.751,166133325.0,1.6995562705240868,0.06854285217505507,ok,166133325.0,0.06854285217505507
37193,2025,40.105,48171906.0,1.2011446453060715,0.02317380679595704,ok,48171906.0,0.02317380679595704
13257,2025,8.516,13693918.0,1.6080223109441052,0.061173775336025527,ok,13693918.0,0.061173775336025527
13073,2025,39.382,84650401.0,2.1494693260880604,0.10037675237698118,ok,84650401.0,0.10037675237698118
45091,2025,97.44,169194784.0,1.736399671592775,0.07141127381149537,ok,169194784.0,0.07141127381149537
45057,2025,29.695,75276797.0,2.5349990570803165,0.12330379279509196,ok,75276797.0,0.12330379279509196
37105,2025,44.531,70117121.0,1.5745687498596483,0.05838872209672408,ok,70117121.0,0.05838872209672408
37069,2025,16.713,74166149.0,4.437632322144438,0.2047416211623525,ok,74166149.0,0.2047416211623525
37077,2025,39.426,55561841.0,1.409269035661746,0.043816694895800756,ok,55561841.0,0.043816694895800756
37161,2025,41.523,56986159.0,1.3723998506851625,0.040363441827081514,ok,56986159.0,0.040363441827081514
37149,2025,16.687,24324564.0,1.4576954515491098,0.048234259891025255,ok,24324564.0,0.048234259891025255
37133,2025,93.509,143734651.0,1.537121036477772,0.05520905241627028,ok,143734651.0,0.05520905241627028
37147,2025,91.415,147092307.0,1.609060952797681,0.06125942932181205,ok,147092307.0,0.06125942932181205
13317,2025,4.434,5124781.0,1.1557918358141632,0.01826297524007403,ok,5124781.0,0.01826297524007403
35039,2025,11.755,10355909.0,0.8809790727350064,-0.015715380126185896,ok,10355909.0,-0.015715380126185896
35027,2025,11.063,2895627.0,0.2617397631745458,-0.15426615035085767,needs_verify_after_correct,2895627.0,-0.15426615035085767
35055,2025,11.771,15245056.0,1.2951368617789483,0.03285524206810608,ok,15245056.0,0.03285524206810608
41057,2025,14.869,9381134.0,0.6309189589077947,-0.055946303137930586,ok,9381134.0,-0.055946303137930586
41049,2025,7.554,15629606.0,2.069050304474451,0.09514438605473341,ok,15629606.0,0.09514438605473341
41045,2025,5.769,8804604.0,1.5261924076963078,0.05426833120263952,ok,8804604.0,0.05426833120263952
41013,2025,7.874,14782475.0,1.8773780797561594,0.08191705727652598,ok,14782475.0,0.08191705727652598
49003,2025,16.373,4180687.0,0.255340316374519,-0.15687896619794628,needs_verify_after_correct,4180687.0,-0.15687896619794628
35061,2025,13.189,182604.0,0.013845174008643567,-0.41431742629312784,likely_div1000_low,182604000.0,0.38887225515272084
48325,2025,14.039,31798581.0,2.265017522615571,0.10760254701798999,ok,31798581.0,0.10760254701798999
48477,2025,13.419,27067271.0,2.0170855503390714,0.0916678987994346,ok,27067271.0,0.0916678987994346
48091,2025,43.633,90668592.0,2.0779820777851628,0.09573421930884152,ok,90668592.0,0.09573421930884152
21019,2025,4.547,11642918.0,2.5605713657356497,0.12471402452089109,ok,11642918.0,0.12471402452089109
48245,2025,80.401,113559750.0,1.4124171341152474,0.04410787694107232,ok,113559750.0,0.04410787694107232
48015,2025,13.407,4591726.0,0.342487208174834,-0.1253575645095656,ok,4591726.0,-0.1253575645095656
48181,2025,35.513,65077353.0,1.8324938191648128,0.07864942130434827,ok,65077353.0,0.07864942130434827
48097,2025,17.54,23303798.0,1.3286087799315849,0.036154791767682326,ok,23303798.0,0.036154791767682326
16027,2025,40.048,60944281.0,1.5217808879344785,0.053886923048114044,ok,60944281.0,0.053886923048114044
48397,2025,33.323,57493665.0,1.725344806890136,0.07055624102175662,ok,57493665.0,0.07055624102175662
48251,2025,49.309,91420414.0,1.8540309882577217,0.08022599368672934,ok,91420414.0,0.08022599368672934
19035,2025,5.489,8531539.0,1.5542975040991074,0.05667581795910581,ok,8531539.0,0.05667581795910581
19049,2025,26.538,34131102.0,1.2861218629889215,0.03195382498220489,ok,34131102.0,0.03195382498220489
19153,2025,209.763,225984350.0,1.0773317982675685,0.009354409929419605,ok,225984350.0,0.009354409929419605
19061,2025,30.811,43046044.0,1.3970998669306416,0.042685733605119625,ok,43046044.0,0.042685733605119625
19139,2025,16.316,18673430.0,1.1444857808286346,0.017012521875140685,ok,18673430.0,0.017012521875140685
19069,2025,7.565,9919037.0,1.3111747521480501,0.03444539886331932,ok,9919037.0,0.03444539886331932
19075,2025,5.506,8914492.0,1.6190504903741374,0.06208077849984894,ok,8914492.0,0.06208077849984894
31019,2025,15.472,27104201.0,1.7518227119958636,0.07259623720208652,ok,27104201.0,0.07259623720208652
51199,2025,153.683,261141000.0,1.699218521241777,0.06851630620468496,ok,261141000.0,0.06851630620468496
51193,2025,17.089,28727622.0,1.681059277898063,0.06708220734356596,ok,28727622.0,0.06708220734356596
37019,2025,119.82,182924569.0,1.5266614004339842,0.054308822307096216,ok,182924569.0,0.054308822307096216
37011,2025,16.852,25557548.0,1.516588416805127,0.05343675444021345,ok,25557548.0,0.05343675444021345
37009,2025,17.487,24146709.0,1.3808377080116658,0.041160851184289804,ok,24146709.0,0.041160851184289804
37035,2025,102.448,139474617.0,1.3614186416523504,0.03931922697343038,ok,139474617.0,0.03931922697343038
51013,2025,863.057,144885030.0,0.16787423078661085,-0.1999391772575837,needs_verify_after_correct,144885030.0,-0.1999391772575837
51127,2025,28.378,55555555.0,1.9576980407357811,0.08759753166624473,ok,55555555.0,0.08759753166624473
51047,2025,60.824,80907432.0,1.3301892673944495,0.03630878536847382,ok,80907432.0,0.03630878536847382
51117,2025,29.706,72195138.0,2.4303217531811754,0.11739821117818106,ok,72195138.0,0.11739821117818106
51103,2025,17.498,24402433.0,1.3945841238998742,0.04245085435059259,ok,24402433.0,0.04245085435059259
51067,2025,56.11,71890219.0,1.2812371947959365,0.03146309118123525,ok,71890219.0,0.03146309118123525
51061,2025,136.699,198467458.0,1.4518574239753035,0.04770856965956405,ok,198467458.0,0.04770856965956405
13255,2026,26.436,49393327.0,1.8684115221667423,0.0719230632546739,ok,49393327.0,0.0719230632546739
