geoid,state,county_name,recovery_type,covered_any_year,covered_2period,covered_n_years,covered_balanced9
02185,AK,NORTH SLOPE BOROUGH,county_equiv_municipality,True,True,8,False
02188,AK,NORTHWEST ARCTIC BOROUGH,county_equiv_municipality,True,True,9,True
02195,AK,,county_equiv_municipality,True,True,8,False
02198,AK,,county_equiv_municipality,True,False,8,False
02220,AK,Prince of Wales-Hyder Census Area,county_equiv_municipality,True,True,8,False
02230,AK,,county_equiv_municipality,True,True,9,True
02240,AK,,county_equiv_municipality,True,False,8,False
02275,AK,,county_equiv_municipality,True,True,9,True
02290,AK,,county_equiv_municipality,True,False,7,False
04001,AZ,Apache County,county_gp,True,False,7,False
04003,AZ,Cochise County,county_gp,True,True,9,True
04005,AZ,Coconino County,county_gp,True,True,8,False
04007,AZ,Gila County,county_gp,True,True,8,False
04009,AZ,Graham County,county_gp,True,True,9,True
04011,AZ,,county_gp,True,True,8,False
04012,AZ,La Paz County,county_gp,True,True,9,True
04013,AZ,Maricopa County,county_gp,True,False,8,False
04015,AZ,Mohave County,county_gp,True,True,9,True
04017,AZ,Navajo County,county_gp,True,True,9,True
04019,AZ,Pima County,county_gp,True,True,9,True
04021,AZ,Pinal County,county_gp,True,True,9,True
04023,AZ,Santa Cruz County,county_gp,True,False,8,False
04025,AZ,Yavapai County,county_gp,True,True,9,True
04027,AZ,,county_gp,True,True,9,True
05005,AR,,county_gp,True,False,1,False
05031,AR,,county_gp,True,False,1,False
05063,AR,INDEPENDENCE,county_gp,True,False,2,False
05085,AR,Lonoke County,county_gp,True,False,1,False
05087,AR,Madison County,county_gp,True,False,1,False
05119,AR,Pulaski County,county_gp,True,True,6,False
05137,AR,Stone County,county_gp,True,False,1,False
06003,CA,,county_gp,True,True,9,True
06005,CA,Amador County,county_gp,True,True,9,True
06007,CA,Butte County,county_gp,True,True,9,True
06009,CA,Calaveras County,county_gp,True,False,8,False
06011,CA,Colusa County,county_gp,True,True,8,False
06013,CA,Contra Costa County,county_gp,True,True,8,False
06015,CA,Del Norte County,county_gp,True,True,9,True
06017,CA,,county_gp,True,False,8,False
06019,CA,Fresno County,county_gp,True,False,7,False
06021,CA,GLENN,county_gp,True,True,9,True
06023,CA,Humboldt County,county_gp,True,True,7,False
06025,CA,Imperial County,county_gp,True,False,8,False
06027,CA,,county_gp,True,True,9,True
06029,CA,Kern County,county_gp,True,True,9,True
06031,CA,KINGS,county_gp,True,True,7,False
06033,CA,Lake County,county_gp,True,True,9,True
06035,CA,Lassen County,county_gp,True,False,7,False
06037,CA,Los Angeles County,county_gp,True,True,8,False
06039,CA,Madera County,county_gp,True,True,8,False
06041,CA,MARIN,county_gp,True,True,9,True
06043,CA,Mariposa County,county_gp,True,True,8,False
06045,CA,Mendocino County,county_gp,True,True,9,True
06047,CA,Merced County,county_gp,True,True,9,True
06049,CA,Modoc County,county_gp,True,True,7,False
06051,CA,Mono County,county_gp,True,False,8,False
06053,CA,MONTEREY,county_gp,True,True,9,True
06055,CA,Napa County,county_gp,True,True,9,True
06057,CA,Nevada County,county_gp,True,True,9,True
06059,CA,Orange County,county_gp,True,False,8,False
06061,CA,Placer County,county_gp,True,False,7,False
06063,CA,Plumas County,county_gp,True,False,8,False
06065,CA,Riverside County,county_gp,True,True,9,True
06067,CA,Sacramento County,county_gp,True,True,9,True
06071,CA,San Bernardino County,county_gp,True,True,9,True
06073,CA,San Diego County,county_gp,True,False,5,False
06075,CA,San Francisco County,county_gp,True,False,4,False
06077,CA,San Joaquin County,county_gp,True,False,8,False
06079,CA,San Luis Obispo County,county_gp,True,True,9,True
06081,CA,San Mateo County,county_gp,True,False,4,False
06083,CA,Santa Barbara County,county_gp,True,True,8,False
06085,CA,Santa Clara County,county_gp,True,True,8,False
06087,CA,Santa Cruz County,county_gp,True,True,9,True
06089,CA,Shasta County,county_gp,True,False,8,False
06091,CA,Sierra County,county_gp,True,True,8,False
06093,CA,Siskiyou County,county_gp,True,True,9,True
06095,CA,Solano County,county_gp,True,True,9,True
06097,CA,Sonoma County,county_gp,True,False,1,False
06099,CA,Stanislaus County,county_gp,True,True,9,True
06101,CA,Sutter County,county_gp,True,True,9,True
06103,CA,Tehama County,county_gp,True,True,8,False
06105,CA,,county_gp,True,True,8,False
06107,CA,Tulare County,county_gp,True,True,8,False
06115,CA,Yuba County,county_gp,True,True,9,True
08001,CO,Adams County,county_gp,True,True,9,True
08003,CO,,county_gp,True,True,9,True
08005,CO,Arapahoe County,county_gp,True,False,5,False
08007,CO,Archuleta County,county_gp,True,True,8,False
08009,CO,,county_gp,True,True,7,False
08011,CO,,county_gp,True,True,9,True
08013,CO,Boulder County,county_gp,True,True,9,True
08014,CO,Broomfield County,county_gp,True,True,9,True
08019,CO,Clear Creek County,county_gp,True,True,9,True
08021,CO,,county_gp,True,True,9,True
08023,CO,,county_gp,True,True,9,True
08025,CO,Crowley County,county_gp,True,True,9,True
08027,CO,,county_gp,True,False,6,False
08029,CO,Delta County,county_gp,True,True,9,True
08031,CO,Denver County,county_equiv_municipality,True,True,8,False
08033,CO,Dolores County,county_gp,True,False,6,False
08037,CO,,county_gp,True,False,7,False
08041,CO,El Paso County,county_gp,True,True,9,True
08043,CO,Fremont County,county_gp,True,False,6,False
08045,CO,Garfield County,county_gp,True,True,9,True
08047,CO,,county_gp,True,False,5,False
08051,CO,Gunnison County,county_gp,True,True,9,True
08053,CO,HINSDALE,county_gp,True,False,3,False
08055,CO,HUERFANO,county_gp,True,False,7,False
08063,CO,Kit Carson County,county_gp,True,True,7,False
08065,CO,,county_gp,True,True,9,True
08067,CO,La Plata County,county_gp,True,True,9,True
08069,CO,Larimer County,county_gp,True,True,9,True
08071,CO,Las Animas County,county_gp,True,False,4,False
08073,CO,,county_gp,True,True,9,True
08075,CO,Logan County,county_gp,True,True,9,True
08077,CO,Mesa County,county_gp,True,False,7,False
08079,CO,Mineral County,county_gp,True,False,1,False
08081,CO,Moffat County,county_gp,True,True,9,True
08083,CO,Montezuma County,county_gp,True,True,9,True
08085,CO,Montrose County,county_gp,True,True,9,True
08087,CO,MORGAN,county_gp,True,True,9,True
08091,CO,Ouray County,county_gp,True,False,2,False
08093,CO,Park County,county_gp,True,True,9,True
08095,CO,PHILLIPS,county_gp,True,False,2,False
08097,CO,Pitkin County,county_gp,True,True,8,False
08099,CO,Prowers County,county_gp,True,True,9,True
08101,CO,Pueblo County,county_gp,True,True,8,False
08103,CO,Rio Blanco County,county_gp,True,True,9,True
08105,CO,Rio Grande County,county_gp,True,True,9,True
08107,CO,Routt County,county_gp,True,True,9,True
08109,CO,Saguache County,county_gp,True,True,9,True
08113,CO,San Miguel County,county_gp,True,False,5,False
08117,CO,Summit County,county_gp,True,False,8,False
08121,CO,Washington County,county_gp,True,False,1,False
08125,CO,Yuma County,county_gp,True,True,8,False
10001,DE,,county_gp,True,True,7,False
10003,DE,New Castle County,county_gp,True,True,9,True
10005,DE,Sussex County,county_gp,True,True,9,True
12001,FL,Alachua County,county_gp,True,False,7,False
12003,FL,Baker County,county_gp,True,False,5,False
12009,FL,,county_gp,True,True,8,False
12011,FL,Broward County,county_gp,True,True,9,True
12013,FL,Calhoun County,county_gp,True,False,6,False
12015,FL,CHARLOTTE,county_gp,True,False,4,False
12017,FL,Citrus County,county_gp,True,True,9,True
12019,FL,Clay County,county_gp,True,False,7,False
12021,FL,Collier County,county_gp,True,True,9,True
12023,FL,Columbia County,county_gp,True,False,4,False
12027,FL,DeSoto County,county_gp,True,True,9,True
12029,FL,,county_gp,True,False,3,False
12033,FL,Escambia County,county_gp,True,True,9,True
12035,FL,Flagler County,county_gp,True,True,9,True
12037,FL,Franklin County,county_gp,True,True,9,True
12039,FL,Gadsden County,county_gp,True,True,7,False
12041,FL,Gilchrist County,county_gp,True,False,4,False
12043,FL,Glades County,county_gp,True,False,6,False
12045,FL,,county_gp,True,False,8,False
12047,FL,Hamilton County,county_gp,True,False,5,False
12049,FL,Hardee County,county_gp,True,False,6,False
12053,FL,Hernando County,county_gp,True,True,9,True
12055,FL,Highlands County,county_gp,True,False,4,False
12057,FL,Hillsborough County,county_gp,True,True,9,True
12059,AL,Holmes County,county_gp,True,True,8,False
12061,FL,Indian River County,county_gp,True,True,9,True
12063,FL,Jackson County,county_gp,True,True,9,True
12067,FL,Lafayette County,county_gp,True,False,1,False
12069,FL,Lake County,county_gp,True,True,9,True
12071,FL,Lee County,county_gp,True,True,9,True
12073,FL,Leon County,county_gp,True,True,9,True
12075,FL,Levy County,county_gp,True,True,9,True
12077,FL,Liberty County,county_gp,True,False,8,False
12079,FL,MADISON,county_gp,True,False,4,False
12081,FL,Manatee County,county_gp,True,True,9,True
12083,FL,Marion County,county_gp,True,True,9,True
12085,FL,Martin County,county_gp,True,True,9,True
12087,FL,Monroe County,county_gp,True,True,9,True
12089,FL,,county_gp,True,False,7,False
12091,FL,Okaloosa County,county_gp,True,True,8,False
12093,FL,Okeechobee County,county_gp,True,False,8,False
12095,FL,Orange County,county_gp,True,False,4,False
12097,FL,Osceola County,county_gp,True,True,9,True
12099,FL,Palm Beach County,county_gp,True,False,1,False
12103,FL,Pinellas County,county_gp,True,True,9,True
12105,FL,Polk County,county_gp,True,True,9,True
12107,FL,Putnam County,county_gp,True,True,9,True
12109,FL,St. Johns County,county_gp,True,True,9,True
12111,FL,St. Lucie County,county_gp,True,True,9,True
12113,FL,Santa Rosa County,county_gp,True,True,9,True
12115,FL,Sarasota County,county_gp,True,True,9,True
12117,FL,Seminole County,county_gp,True,True,9,True
12119,FL,Sumter County,county_gp,True,False,8,False
12121,FL,Suwannee County,county_gp,True,False,5,False
12123,FL,Taylor County,county_gp,True,False,5,False
12125,FL,Union County,county_gp,True,False,1,False
12127,FL,Volusia County,county_gp,True,True,8,False
12129,FL,Wakulla County,county_gp,True,True,9,True
12131,NC,Walton County,county_gp,True,True,9,True
13001,GA,Appling County,county_gp,True,False,1,False
13005,GA,BACON,county_gp,True,False,1,False
13007,GA,,county_gp,True,False,2,False
13009,GA,Baldwin County,county_gp,True,False,8,False
13011,GA,BANKS,county_gp,True,False,2,False
13013,GA,Barrow County,county_gp,True,False,6,False
13015,GA,BARTOW,county_gp,True,True,9,True
13017,GA,Ben Hill County,county_gp,True,False,7,False
13019,GA,BERRIEN,county_gp,True,True,7,False
13021,GA,Bibb County,county_gp,True,True,9,True
13025,GA,Brantley County,county_gp,True,False,1,False
13029,GA,Bryan County,county_gp,True,False,5,False
13031,GA,Bulloch County,county_gp,True,True,8,False
13039,GA,Camden County,county_gp,True,True,8,False
13045,GA,Carroll County,county_gp,True,False,5,False
13047,GA,Catoosa County,county_gp,True,True,8,False
13049,GA,Charlton County,county_gp,True,False,1,False
13053,GA,Jasper County,county_gp,True,False,1,False
13055,GA,Chattooga County,county_gp,True,False,1,False
13059,GA,Clarke County,county_gp,True,True,9,True
13063,GA,Clayton County,county_gp,True,True,9,True
13065,GA,Clinch County,county_gp,True,False,1,False
13067,GA,Cobb County,county_gp,True,True,9,True
13069,GA,Coffee County,county_gp,True,False,3,False
13071,GA,Colquitt County,county_gp,True,False,3,False
13073,GA,Columbia County,county_gp,True,True,8,False
13075,GA,Cook County,county_gp,True,False,6,False
13077,GA,Coweta County,county_gp,True,True,7,False
13079,GA,Crawford County,county_gp,True,False,4,False
13081,GA,CRISP,county_gp,True,False,8,False
13083,GA,Dade County,county_gp,True,True,3,False
13085,GA,Dawson County,county_gp,True,False,8,False
13089,GA,DeKalb County,county_gp,True,False,8,False
13091,GA,Dodge County,county_gp,True,False,5,False
13093,GA,DOOLY,county_gp,True,False,1,False
13095,GA,,county_gp,True,True,7,False
13099,GA,Early County,county_gp,True,False,1,False
13103,GA,Effingham County,county_gp,True,False,3,False
13105,GA,Elbert County,county_gp,True,False,4,False
13111,GA,FANNIN,county_gp,True,False,5,False
13113,GA,Fayette County,county_gp,True,True,8,False
13115,GA,Floyd County,county_gp,True,False,5,False
13117,GA,Forsyth County,county_gp,True,True,9,True
13119,GA,Franklin County,county_gp,True,False,3,False
13123,GA,Gilmer County,county_gp,True,False,7,False
13125,GA,Glascock County,county_gp,True,False,1,False
13127,GA,Glynn County,county_gp,True,True,7,False
13129,GA,,county_gp,True,False,3,False
13131,GA,Grady County,county_gp,True,False,1,False
13133,GA,Greene County,county_gp,True,True,3,False
13137,GA,,county_gp,True,True,9,True
13139,GA,Hall County,county_gp,True,True,8,False
13141,GA,,county_gp,True,False,1,False
13143,GA,Haralson County,county_gp,True,False,2,False
13145,GA,Harris County,county_gp,True,False,4,False
13147,GA,Hart County,county_gp,True,False,3,False
13149,GA,,county_gp,True,False,2,False
13151,GA,Henry County,county_gp,True,True,9,True
13153,GA,Houston County,county_gp,True,False,6,False
13157,GA,Jackson County,county_gp,True,False,6,False
13159,GA,JASPER,county_gp,True,False,4,False
13163,GA,Jefferson County,county_gp,True,False,4,False
13165,GA,Jenkins County,county_gp,True,False,1,False
13169,GA,JONES,county_gp,True,False,4,False
13171,GA,Lamar County,county_gp,True,False,2,False
13173,GA,Lanier County,county_gp,True,False,1,False
13175,GA,,county_gp,True,True,8,False
13177,GA,Lee County,county_gp,True,False,5,False
13179,GA,Liberty County,county_gp,True,True,9,True
13181,GA,Lincoln County,county_gp,True,True,9,True
13183,GA,Long County,county_gp,True,False,3,False
13185,GA,Lowndes County,county_gp,True,True,8,False
13187,GA,Lumpkin County,county_gp,True,False,7,False
13191,GA,McIntosh County,county_gp,True,False,4,False
13195,GA,Madison County,county_gp,True,False,1,False
13199,GA,MERIWETHER,county_gp,True,False,3,False
13205,GA,,county_gp,True,False,2,False
13207,GA,Monroe County,county_gp,True,False,4,False
13209,GA,Montgomery County,county_gp,True,False,2,False
13211,GA,,county_gp,True,False,2,False
13213,GA,Murray County,county_gp,True,False,2,False
13221,GA,Oglethorpe County,county_gp,True,False,1,False
13223,GA,Paulding County,county_gp,True,True,9,True
13225,GA,Peach County,county_gp,True,False,4,False
13227,GA,Pickens County,county_gp,True,True,6,False
13231,GA,,county_gp,True,False,2,False
13233,GA,Polk County,county_gp,True,False,1,False
13237,GA,Putnam County,county_gp,True,False,1,False
13241,GA,,county_gp,True,False,4,False
13247,GA,Rockdale County,county_gp,True,True,9,True
13251,GA,,county_gp,True,False,1,False
13253,GA,,county_gp,True,False,1,False
13255,GA,Spalding County,county_gp,True,False,3,False
13257,GA,,county_gp,True,False,4,False
13259,GA,,county_gp,True,False,1,False
13261,GA,Sumter County,county_gp,True,True,8,False
13267,GA,Tattnall County,county_gp,True,False,4,False
13269,GA,Taylor County,county_gp,True,False,2,False
13271,GA,,county_gp,True,False,2,False
13275,GA,Thomas County,county_gp,True,True,9,True
13277,GA,Tift County,county_gp,True,False,3,False
13279,GA,Toombs County,county_gp,True,False,3,False
13281,GA,Towns County,county_gp,True,False,1,False
13285,GA,Troup County,county_gp,True,True,9,True
13287,GA,Turner County,county_gp,True,False,1,False
13289,GA,Jones County,county_gp,True,False,3,False
13291,GA,Union County,county_gp,True,False,4,False
13293,GA,Upson County,county_gp,True,False,4,False
13295,GA,Walker County,county_gp,True,False,5,False
13297,GA,Walton County,county_gp,True,False,4,False
13299,GA,Ware County,county_gp,True,False,7,False
13301,GA,,county_gp,True,True,7,False
13303,GA,Washington County,county_gp,True,False,3,False
13305,GA,WAYNE,county_gp,True,True,5,False
13311,GA,,county_gp,True,False,6,False
13313,GA,Whitfield County,county_gp,True,False,7,False
13315,GA,Wilcox County,county_gp,True,False,1,False
13317,GA,Wilkes County,county_gp,True,False,1,False
13321,GA,Worth County,county_gp,True,False,2,False
15001,HI,Hawaii County,county_gp,True,True,4,False
15003,HI,Honolulu County,county_equiv_municipality,True,True,9,True
15007,HI,Kauai County,county_gp,True,True,8,False
15009,HI,Maui County,county_gp,True,True,3,False
16001,ID,Ada County,county_gp,True,True,8,False
16003,ID,,county_gp,True,False,2,False
16005,ID,Bannock County,county_gp,True,False,4,False
16007,ID,Bear Lake County,county_gp,True,False,1,False
16009,ID,,county_gp,True,False,1,False
16013,ID,Blaine County,county_gp,True,False,4,False
16015,ID,,county_gp,True,False,7,False
16017,ID,Bonner County,county_gp,True,False,8,False
16021,WA,Boundary County,county_gp,True,True,9,True
16025,ID,,county_gp,True,False,1,False
16027,ID,Canyon County,county_gp,True,False,4,False
16031,ID,Cassia County,county_gp,True,False,8,False
16035,ID,Clearwater County,county_gp,True,True,9,True
16039,ID,,county_gp,True,False,1,False
16043,ID,FREMONT,county_gp,True,False,3,False
16045,ID,Gem County,county_gp,True,False,3,False
16047,ID,,county_gp,True,False,5,False
16049,ID,Idaho County,county_gp,True,True,9,True
16051,ID,,county_gp,True,False,2,False
16053,ID,JEROME,county_gp,True,False,4,False
16055,ID,Kootenai County,county_gp,True,True,9,True
16057,ID,LATAH,county_gp,True,False,5,False
16059,ID,Lemhi County,county_gp,True,False,3,False
16063,ID,,county_gp,True,False,2,False
16069,ID,Nez Perce County,county_gp,True,False,5,False
16071,ID,Oneida County,county_gp,True,False,1,False
16073,ID,,county_gp,True,False,8,False
16075,ID,Payette County,county_gp,True,False,2,False
16079,ID,SHOSHONE,county_gp,True,True,8,False
16083,ID,Twin Falls County,county_gp,True,False,5,False
16085,ID,Valley County,county_gp,True,True,7,False
16087,ID,WASHINGTON,county_gp,True,False,3,False
17001,IL,Adams County,county_gp,True,True,9,True
17005,IL,,county_gp,True,False,3,False
17007,IL,Boone County,county_gp,True,True,9,True
17011,IL,Bureau County,county_gp,True,False,8,False
17015,IL,,county_gp,True,True,8,False
17017,IL,Cass County,county_gp,True,False,7,False
17019,IL,Champaign County,county_gp,True,False,8,False
17021,IL,,county_gp,True,False,1,False
17023,IL,Clark County,county_gp,True,False,2,False
17029,IL,Coles County,county_gp,True,True,9,True
17031,IL,Cook County,county_gp,True,True,9,True
17033,IL,Crawford County,county_gp,True,False,3,False
17037,IL,DeKalb County,county_gp,True,True,9,True
17039,IL,De Witt County,county_gp,True,False,1,False
17041,IL,,county_gp,True,False,1,False
17043,IL,,county_gp,True,True,9,True
17045,IL,Edgar County,county_gp,True,False,3,False
17049,IL,Effingham County,county_gp,True,False,2,False
17051,IL,,county_gp,True,False,5,False
17053,IL,,county_gp,True,False,1,False
17057,IL,Fulton County,county_gp,True,False,8,False
17061,IL,Greene County,county_gp,True,False,5,False
17065,IL,Hamilton County,county_gp,True,False,2,False
17067,IL,Hancock County,county_gp,True,False,6,False
17073,IL,Henry County,county_gp,True,False,8,False
17075,IL,Iroquois County,county_gp,True,False,4,False
17077,IL,,county_gp,True,False,4,False
17081,IL,Jefferson County,county_gp,True,False,5,False
17085,IL,Jo Daviess County,county_gp,True,False,2,False
17089,IL,Kane County,county_gp,True,True,9,True
17091,IL,Kankakee County,county_gp,True,True,9,True
17093,IL,Kendall County,county_gp,True,True,9,True
17095,IL,Knox County,county_gp,True,False,7,False
17097,IL,LAKE,county_gp,True,False,4,False
17099,IL,LaSalle County,county_gp,True,True,9,True
17103,IL,Lee County,county_gp,True,True,9,True
17105,IL,Livingston County,county_gp,True,False,5,False
17107,IL,Logan County,county_gp,True,False,8,False
17109,IL,,county_gp,True,False,4,False
17113,IL,McLean County,county_gp,True,True,7,False
17115,IL,Macon County,county_gp,True,True,9,True
17119,IL,Madison County,county_gp,True,True,9,True
17123,IL,,county_gp,True,False,1,False
17125,IL,Mason County,county_gp,True,False,4,False
17127,IL,MASSAC,county_gp,True,False,1,False
17129,IL,Menard County,county_gp,True,False,2,False
17131,IL,,county_gp,True,False,5,False
17133,IL,Monroe County,county_gp,True,False,5,False
17135,IL,Montgomery County,county_gp,True,False,1,False
17137,IL,Morgan County,county_gp,True,True,8,False
17141,IL,OGLE,county_gp,True,True,8,False
17143,IL,Peoria County,county_gp,True,True,9,True
17145,IL,Perry County,county_gp,True,False,5,False
17147,IL,Piatt County,county_gp,True,False,3,False
17149,IL,PIKE,county_gp,True,False,1,False
17157,IL,,county_gp,True,False,3,False
17159,IL,,county_gp,True,False,1,False
17161,IL,Rock Island County,county_gp,True,True,9,True
17165,IL,SALINE,county_gp,True,False,1,False
17169,IL,Schuyler County,county_gp,True,False,1,False
17171,IL,Scott County,county_gp,True,False,1,False
17173,IL,SHELBY,county_gp,True,False,2,False
17177,IL,Stephenson County,county_gp,True,True,8,False
17179,IL,,county_gp,True,True,9,True
17183,IL,Vermilion County,county_gp,True,True,9,True
17185,IL,Wabash County,county_gp,True,False,1,False
17187,IL,Warren County,county_gp,True,False,7,False
17193,IL,WHITE,county_gp,True,False,1,False
17195,IL,Whiteside County,county_gp,True,True,9,True
17197,IL,Will County,county_gp,True,True,9,True
17201,IL,Winnebago County,county_gp,True,True,9,True
17203,IL,Woodford County,county_gp,True,False,3,False
18003,IN,Allen County,county_gp,True,True,8,False
18019,IN,Clark County,county_gp,True,False,4,False
18035,IN,Delaware County,county_gp,True,False,5,False
18039,IN,Elkhart County,county_gp,True,False,6,False
18057,IN,Hamilton County,county_gp,True,True,9,True
18063,IN,Hendricks County,county_gp,True,False,6,False
18081,IN,Johnson County,county_gp,True,False,5,False
18089,IN,,county_gp,True,False,2,False
18091,IN,LaPorte County,county_gp,True,False,2,False
18095,IN,,county_gp,True,False,6,False
18097,IN,,county_equiv_municipality,True,True,7,False
18105,IN,Monroe County,county_gp,True,False,6,False
18127,IN,Porter County,county_gp,True,False,5,False
18141,IN,St. Joseph County,county_gp,True,False,6,False
18157,IN,Tippecanoe County,county_gp,True,False,6,False
18163,IN,Vanderburgh County,county_gp,True,False,6,False
18167,IN,Vigo County,county_gp,True,False,4,False
19001,IA,ADAIR,county_gp,True,False,1,False
19003,IA,Adams County,county_gp,True,False,1,False
19005,IA,Allamakee County,county_gp,True,False,4,False
19009,WI,Scott County,county_gp,True,False,7,False
19011,IA,Benton County,county_gp,True,True,7,False
19013,IA,Black Hawk County,county_gp,True,True,9,True
19017,IA,Bremer County,county_gp,True,False,2,False
19019,IA,Buchanan County,county_gp,True,False,3,False
19021,IA,Buena Vista County,county_gp,True,False,3,False
19029,IA,,county_gp,True,False,1,False
19031,IA,Cedar County,county_gp,True,False,3,False
19033,IA,Cerro Gordo County,county_gp,True,True,9,True
19035,IA,CHEROKEE,county_gp,True,False,1,False
19039,IA,,county_gp,True,False,1,False
19043,IA,Clayton County,county_gp,True,False,4,False
19045,IA,Clinton County,county_gp,True,False,7,False
19047,IA,CRAWFORD,county_gp,True,False,2,False
19049,IA,Dallas County,county_gp,True,True,7,False
19051,IA,Davis County,county_gp,True,True,4,False
19055,IA,Delaware County,county_gp,True,False,1,False
19057,IA,Des Moines County,county_gp,True,False,7,False
19059,IA,Dickinson County,county_gp,True,False,4,False
19061,IA,Dubuque County,county_gp,True,True,9,True
19065,IA,Fayette County,county_gp,True,True,5,False
19067,IA,Floyd County,county_gp,True,True,4,False
19069,IA,,county_gp,True,False,1,False
19071,IA,Fremont County,county_gp,True,False,1,False
19073,IA,Greene County,county_gp,True,False,2,False
19075,IA,GRUNDY,county_gp,True,False,1,False
19079,IA,HAMILTON,county_gp,True,False,1,False
19083,IA,Hardin County,county_gp,True,False,1,False
19087,IA,Henry County,county_gp,True,False,1,False
19089,IA,Howard County,county_gp,True,False,5,False
19095,IA,,county_gp,True,False,4,False
19097,IA,Jackson County,county_gp,True,False,1,False
19099,IA,Jasper County,county_gp,True,False,5,False
19101,IA,Jefferson County,county_gp,True,False,3,False
19103,IA,Johnson County,county_gp,True,False,8,False
19105,IA,Jones County,county_gp,True,False,2,False
19107,IA,Keokuk County,county_gp,True,False,2,False
19109,IA,Kossuth County,county_gp,True,False,1,False
19111,IA,Lee County,county_gp,True,False,8,False
19113,IA,Linn County,county_gp,True,True,9,True
19115,IA,,county_gp,True,False,3,False
19117,IA,Lucas County,county_gp,True,False,2,False
19121,IA,MADISON,county_gp,True,False,2,False
19125,IA,MARION,county_gp,True,True,8,False
19127,IA,Marshall County,county_gp,True,False,4,False
19129,IA,,county_gp,True,False,7,False
19133,IA,Monona County,county_gp,True,False,4,False
19135,IA,Monroe County,county_gp,True,False,1,False
19137,IA,Montgomery County,county_gp,True,False,1,False
19139,IA,Muscatine County,county_gp,True,False,1,False
19141,IA,O'Brien County,county_gp,True,False,3,False
19145,IA,Page County,county_gp,True,False,1,False
19147,IA,Palo Alto County,county_gp,True,False,2,False
19149,IA,Plymouth County,county_gp,True,False,4,False
19153,IA,Polk County,county_gp,True,True,8,False
19155,IA,,county_gp,True,False,3,False
19157,IA,Poweshiek County,county_gp,True,False,1,False
19167,IA,Sioux County,county_gp,True,False,4,False
19169,IA,Story County,county_gp,True,True,8,False
19171,IA,Tama County,county_gp,True,False,3,False
19173,IA,TAYLOR,county_gp,True,False,2,False
19175,IA,Union County,county_gp,True,False,3,False
19179,IA,Wapello County,county_gp,True,False,4,False
19181,IA,Warren County,county_gp,True,False,5,False
19183,IA,Washington County,county_gp,True,False,1,False
19187,IA,Webster County,county_gp,True,True,9,True
19191,IA,Winneshiek County,county_gp,True,False,8,False
19193,IA,Woodbury County,county_gp,True,True,9,True
20015,KS,BUTLER,county_gp,True,False,1,False
